2022-04-10 23:46:19+00:00,1513302385279520769,슈가메리,"RT @__orbitchuu: Dreamcatcher x Genshin (Part 1)

Song: Don’t Light My Fire — #Dreamcatcher

Dreamcatcher’s songs are made for Action RPGs!…"
2022-04-10 23:45:18+00:00,1513302129452138496,Gamer H,@GenshinImpact Genshin on nintendo switch ?
2022-04-10 23:43:43+00:00,1513301734369935361,ً,"RT @__orbitchuu: Dreamcatcher x Genshin (Part 1)

Song: Don’t Light My Fire — #Dreamcatcher

Dreamcatcher’s songs are made for Action RPGs!…"
2022-04-10 23:41:15+00:00,1513301112568561669,vier,@GenshinImpact how abt giving me ayato to make my day better
2022-04-10 23:39:44+00:00,1513300731998187530,Pasteldrums,Can we get a mount in Genshin @GenshinImpact ? I wanna ride a horse majestically as Diluc or Zhongli. OR A BLOODHOUND. PLEASE
2022-04-10 23:30:47+00:00,1513298476007841793,ًKirsty 🌱,@Plain0Simple @GenshinImpact Gotta try 😢😢
2022-04-10 23:27:14+00:00,1513297584688934928,Fischl,@SipSipStefen Omggg bestiee @GenshinImpact  look at this cool video he posted 😍😍
2022-04-10 23:21:21+00:00,1513296105513005057,hi,@GenshinImpact Can you make a new support character similar to xingqiu in which the hydro lasts off-field but the v… https://t.co/C30811DnXD
2022-04-10 23:13:26+00:00,1513294109670137857,Zo,"@GenshinImpact Gimmie Haran for my ayato please, i’m desperate 😭"
2022-04-10 23:11:03+00:00,1513293510698446855,ImpishMoon,@GenshinImpact Jail
2022-04-10 23:06:03+00:00,1513292253955084289,Hina✨,"RT @DoKomi: 🎉 Experience Genshin Impact at DoKomi! 🎉

Dive into a new world and experience Teyvat live at #DoKomi2022:

We are very happy t…"
2022-04-10 23:03:45+00:00,1513291673719169025,Anne Yatco,@adassaofficial @GenshinImpact Thank you queen 💕
2022-04-10 23:03:19+00:00,1513291567099830273,mMrRetro,"Trying something new tonight! Join me at 9:30pm CST! @Twitch 
https://t.co/9StKtoLMCq 
#genshinimpact… https://t.co/gMByUVFhsV"
2022-04-10 23:02:38+00:00,1513291395242541056,Adassa,@annejyatco @GenshinImpact Congratulations!!!!🎉
2022-04-10 22:57:37+00:00,1513290130697732100,ًKirsty 🌱,Hey @GenshinImpact remenebr when you lowered all the prices in the shop can u do that again pls I am poor
2022-04-10 22:49:56+00:00,1513288199006785540,nina ^0^ 💞💒💌💐🌸🎀,@Konigsblauen @jnkittens @GenshinImpact me when i didnt get zhongli after over 150 pulls
2022-04-10 22:46:21+00:00,1513287297554436101,nina ^0^ 💞💒💌💐🌸🎀,"@GenshinImpact hi genshin, i hope i get ayato because im at 75 pity and ive lost my 50/50 twice pls pls i just want ayato ols"
2022-04-10 22:42:59+00:00,1513286449252159499,Kyi,@GenshinImpact both mid same with this game
2022-04-10 22:38:47+00:00,1513285391054696451,ًmaki,"pls add more primogems to the event, I need venti pls have merthy I literally spent money on this @GenshinImpact"
2022-04-10 22:38:04+00:00,1513285211693400071,Paolo the Frog,@unorthodoxfetus @GenshinImpact @Genshin_7 @genshinimpactes @genshinimpactfr @miHoYo @miHoYo_Japan @PlayStationEU… https://t.co/NTYh6vghIS
2022-04-10 22:37:35+00:00,1513285088255127552,bubble,@GenshinImpact please fix the teapot im going crazy
2022-04-10 22:36:27+00:00,1513284803449217028,Koriand'r💫🔥,@BeyondFlameR @zera_estafa @japethobera2 @thundersoother @GenshinImpact exactly. Keqing and Razor arent abyss meta… https://t.co/IEsTwd0jVz
2022-04-10 22:34:25+00:00,1513284294558507010,Koriand'r💫🔥,@japethobera2 @thundersoother @GenshinImpact no cuz you shouldnt be using bennet with eula in places that matter an… https://t.co/JeIF8YUFi8
2022-04-10 22:30:26+00:00,1513283291700502536,Kaddi カッディー 🎃,@DoKomi @GenshinImpact How cool ❤️❤️
2022-04-10 22:26:35+00:00,1513282321784446980,☆Star🅱️ean☆,@bonbonyart @GenshinImpact meanwhile Diluc chose violence because he keeps stealing wine https://t.co/bcGvuhfyfh
2022-04-10 22:23:24+00:00,1513281521603411969,luisito,pls someone help recover my account ;( @GenshinImpact https://t.co/IOgcdVIQYH
2022-04-10 22:20:22+00:00,1513280755106996225,Scaramouche simp 🤺🤺🤺,"RT @GenshinImpact: ""Hey, Traveler and Paimon! You have arrived! Come on up, the banquet has just started!""

#GenshinImpact https://t.co/WbV…"
2022-04-10 22:15:54+00:00,1513279634850332676,raiden te amo,@GenshinImpact hey i need shenhe back pls 😔
2022-04-10 22:15:52+00:00,1513279624696205313,unorthodoxfetus,@paolo_the_frog @GenshinImpact @Genshin_7 @genshinimpactes @genshinimpactfr @miHoYo @miHoYo_Japan @PlayStationEU… https://t.co/fcbyyXHGgW
2022-04-10 22:03:53+00:00,1513276607527534605,DeathzWraith,"Making progress in @ELDENRING  still missing items which triggers me,  might play @DestinyTheGame  or… https://t.co/036Wdpmh4y"
2022-04-10 22:01:36+00:00,1513276035869159429,lyn is the best,BROOOOO I JUST WANT TO PLAY GENSHIN IMPACT BUT ITS NOT AVAILABLE FOR MACCC UGHHH @GenshinImpact PLEASEEE MAKE YOUR… https://t.co/zngAhAQJ4r
2022-04-10 22:01:24+00:00,1513275982572146698,☆ 💫 Kaeya's Ashtray's 🌱Stan Treekawa ☆,"RT @GenshinImpact: It's so rare to receive a bouquet for my birthday. You carefully picked it out, right? Thanks a bunch!

While it's still…"
2022-04-10 22:00:28+00:00,1513275749154926607,Fix,"Day 36 of asking miHoYo to fix Lisa and Amber
@miHoYo
@GenshinImpact
#lisa #amber 
 #miHoYo_fix_lisa_and_amber

."
2022-04-10 21:48:09+00:00,1513272648142311428,♡⁷,"@GenshinImpact fix your stupid domain. and also if my stupid game freezes in a domain &amp; I finish said domain, why a… https://t.co/Ta3G6rwYht"
2022-04-10 21:46:09+00:00,1513272144024678402,cherg,"RT @GenshinImpact: March Birthday Party

With flowers and dreams in sight,
let's continue our journey together under a warm breeze.

#Gensh…"
2022-04-10 21:45:56+00:00,1513272089997979648,🌷elena,@genshinimpact give me a shenhe for my skyward spine 🤲
2022-04-10 21:40:29+00:00,1513270719966232579,RawDeity,"The face of a happy WEEB. 
@GenshinImpact 
--------------------------
#Genshinlmpact 
#gacha https://t.co/z8mjqubRXk"
2022-04-10 21:39:33+00:00,1513270486662328322,Provisional Head Priestess,"RT @GenshinUpdate: The cutest greeting i've ever seen 😭😭😭Thank you @GenshinImpact for making this come true, from only Yoimiya's voiceline…"
2022-04-10 21:37:37+00:00,1513270000433434636,DoMINgo,"RT @GenshinImpact: (Oz) Mein Fräulein, a letter has been received.

Then read it to me, loud and clear — whether it be some crazed correspo…"
2022-04-10 21:33:15+00:00,1513268898082488320,La La La Maison,"RT @__orbitchuu: Dreamcatcher x Genshin (Part 1)

Song: Don’t Light My Fire — #Dreamcatcher

Dreamcatcher’s songs are made for Action RPGs!…"
2022-04-10 21:32:36+00:00,1513268737339658240,Save Earth 🌱,"RT @__orbitchuu: Dreamcatcher x Genshin (Part 1)

Song: Don’t Light My Fire — #Dreamcatcher

Dreamcatcher’s songs are made for Action RPGs!…"
2022-04-10 21:30:57+00:00,1513268321193500678,moni,".@GenshinImpact Please give me c6 Thoma. I need him c6, please give me his c1,c2,c3,c4,c5 and c6. Please and thank you."
2022-04-10 21:29:04+00:00,1513267844980563972,💙💛,@GenshinImpact pls fix ur game i cant download the full thing and i have 29/200 gb of storage what am i doing wrong… https://t.co/9BE7cgHPXh
2022-04-10 21:28:28+00:00,1513267694769954820,lychee,RT @joonskoe: @eifuls MAKE IT HAPPEN WHAT R U WAITING FOR @GenshinImpact
2022-04-10 21:27:16+00:00,1513267395384729600,Joey🜏 and 69 others,@GenshinImpact From a shit game
2022-04-10 21:27:14+00:00,1513267384039219200,#🍊 #SHUMABIRTH,@eifuls MAKE IT HAPPEN WHAT R U WAITING FOR @GenshinImpact
2022-04-10 21:27:06+00:00,1513267353638875145,⟭⟬ᴮᴱCrissy⁷⟬⟭,"RT @GenshinImpact: ""Hues of the Violet Garden"" Gameplay Details

The new event ""Hues of the Violet Garden"" is about to begin!

Inazuma is c…"
2022-04-10 21:26:17+00:00,1513267144548626436,⟭⟬ᴮᴱCrissy⁷⟬⟭,"RT @GenshinImpact: Participate and complete the corresponding criteria to obtain event-exclusive Furnishings, exclusive recipes, Primogems,…"
2022-04-10 21:19:05+00:00,1513265334970638338,all time spook =),@GenshinImpact what’s this?🤨🤨 https://t.co/563IlxaSjs
2022-04-10 21:17:36+00:00,1513264961639919630,XYM117,@GenshinImpact Pink
2022-04-10 21:15:56+00:00,1513264539969724419,Angy_Gany17,"@GenshinImpact - It has to be at the 2nd highest point of teleportation in iserai (above ´´amakumo summit´´)

- The… https://t.co/kkGpCkS1nD"
2022-04-10 21:01:42+00:00,1513260959770415109,ᴠᴀʟᴋʀʏᴊᴀ,@GenshinImpact Just got really heavily into the game and I’m so upset that I missed out on this event. Do character… https://t.co/1zLgHEEdDg
2022-04-10 21:01:37+00:00,1513260939663056897,Marke⭐Saito,"RT @GenshinImpact: All-New Explorable Area: The Chasm

Uncover the mysteries buried deep inside The Chasm!"
2022-04-10 21:00:56+00:00,1513260765960040450,Marke⭐Saito,"RT @GenshinImpact: ""I am Shenhe
I roam these mountains
You needn't worry about me

But you... Your temperature seems unusually high
Are you…"
2022-04-10 20:59:31+00:00,1513260410576994306,🦈เฮงเฮง🦈,"RT @Qsanart: ""Once you reach the end of your journey as I did, you will see for yourself the true nature of this world.""
🔶🔸 https://t.co/9m…"
2022-04-10 20:56:26+00:00,1513259632801812485,nic,"RT @GenshinImpact: ""Hues of the Violet Garden"" Gameplay Details

The new event ""Hues of the Violet Garden"" is about to begin!

Inazuma is c…"
2022-04-10 20:54:59+00:00,1513259269986131969,🐾,@GenshinImpact Credit to the owner of the reference
2022-04-10 20:53:59+00:00,1513259017115742216,🐾,I'm gonna use this reference for a drawing with Arataki Itto and Koujo Sara because I LOVE THAT SHIP 😝… https://t.co/hu8qDov0Cq
2022-04-10 20:53:12+00:00,1513258821921419264,Tamagochi,"RT @AppStore: Say hello to the newest @GenshinImpact character! But be careful—Hu Tao has a fiery side. As the envoy of the afterlife, you…"
2022-04-10 20:52:03+00:00,1513258531381600256,💧เบส หักห้ามหฤทัยing,"RT @__orbitchuu: Dreamcatcher x Genshin (Part 1)

Song: Don’t Light My Fire — #Dreamcatcher

Dreamcatcher’s songs are made for Action RPGs!…"
2022-04-10 20:51:18+00:00,1513258341958623234,–– Taehunily,@GenshinImpact my bf
2022-04-10 20:48:46+00:00,1513257705615642627,Odoroki,"RT @DoKomi: 🎉 Experience Genshin Impact at DoKomi! 🎉

Dive into a new world and experience Teyvat live at #DoKomi2022:

We are very happy t…"
2022-04-10 20:44:32+00:00,1513256637993209856,I am Maddie. 🌊Ayato🌊Simp,"RT @__orbitchuu: Dreamcatcher x Genshin (Part 2)

Song: Don’t Light My Fire — #Dreamcatcher

@hf_dreamcatcher #GenshinImpact @GenshinImpact…"
2022-04-10 20:44:21+00:00,1513256592707395588,🌠 vinzent,"RT @__orbitchuu: Dreamcatcher x Genshin (Part 2)

Song: Don’t Light My Fire — #Dreamcatcher

@hf_dreamcatcher #GenshinImpact @GenshinImpact…"
2022-04-10 20:41:34+00:00,1513255893986643978,mickey its riku they put bugs in him!,"RT @__orbitchuu: Dreamcatcher x Genshin (Part 1)

Song: Don’t Light My Fire — #Dreamcatcher

Dreamcatcher’s songs are made for Action RPGs!…"
2022-04-10 20:37:57+00:00,1513254982795071493,Jonathon,"@bg2k5 @GenshinImpact Whats up,
Nice project, do you also got a marketing deal from @digitalfever_io team?
Just nee… https://t.co/ZP33dZqIOA"
2022-04-10 20:37:19+00:00,1513254823973597190,mmhhmm yummy fan art i luuuvvv,"RT @GenshinImpact: Dear Travelers,
Thanks to your continued love and support, Genshin Impact's official YouTube channel has now surpassed 5…"
2022-04-10 20:36:55+00:00,1513254721041088518,ᾰIZen,"@GenshinImpact  all u had to to do was gimme vinti 
but u gave me MONAAAAAA !!!!!!!!!!!!!!!"
2022-04-10 20:35:05+00:00,1513254261928435721,Mae Liath,RT @LiathMae: Venti (and friends) enjoying Spring Time 🌸🌱 #Venti #GenshinImpact @GenshinImpact https://t.co/TtfpSc6omW
2022-04-10 20:34:40+00:00,1513254154587631622,Mae | Fulgurs danmei book,"RT @__orbitchuu: Dreamcatcher x Genshin (Part 1)

Song: Don’t Light My Fire — #Dreamcatcher

Dreamcatcher’s songs are made for Action RPGs!…"
2022-04-10 20:34:13+00:00,1513254041404510210,Mae | Fulgurs danmei book,"RT @__orbitchuu: Dreamcatcher x Genshin (Part 2)

Song: Don’t Light My Fire — #Dreamcatcher

@hf_dreamcatcher #GenshinImpact @GenshinImpact…"
2022-04-10 20:33:37+00:00,1513253891231604745,every day asking hoyo to buff kujou sara,day 48!!!!! @GenshinImpact BUFF KUJOU SARA. GIVE HER HAPPINESS. YOU KNOW ITS THE RIGHT THING TO DO
2022-04-10 20:33:32+00:00,1513253872592109570,TrueGodofDestruction,"RT @__orbitchuu: Dreamcatcher x Genshin (Part 1)

Song: Don’t Light My Fire — #Dreamcatcher

Dreamcatcher’s songs are made for Action RPGs!…"
2022-04-10 20:31:03+00:00,1513253245300645888,👍🏻,@GenshinImpact when i fucking catch you https://t.co/iEqY73iMbS
2022-04-10 20:30:45+00:00,1513253170499264513,✿ elliot ♡ NSFR !! ❀ FUTURE VENTI HAVER,"RT @__orbitchuu: Dreamcatcher x Genshin (Part 2)

Song: Don’t Light My Fire — #Dreamcatcher

@hf_dreamcatcher #GenshinImpact @GenshinImpact…"
2022-04-10 20:30:15+00:00,1513253044737425410,chalin ㅡ🛒,"RT @__orbitchuu: Dreamcatcher x Genshin (Part 1)

Song: Don’t Light My Fire — #Dreamcatcher

Dreamcatcher’s songs are made for Action RPGs!…"
2022-04-10 20:27:50+00:00,1513252437095813123,✿ elliot ♡ NSFR !! ❀ FUTURE VENTI HAVER,"RT @__orbitchuu: Dreamcatcher x Genshin (Part 1)

Song: Don’t Light My Fire — #Dreamcatcher

Dreamcatcher’s songs are made for Action RPGs!…"
2022-04-10 20:27:47+00:00,1513252424932233217,SithScott,@SamVegito @GenshinImpact Heck I don't even care if they don't give constellations cuz Sora and keyblade would be my main!
2022-04-10 20:26:50+00:00,1513252186456993792,R(dita)💜 ||📌,"RT @cactus_dina: Andrius Dominator of Wolves 
Humanization
#GenshinImpact #genshin #art @ArtMutuals @GenshinImpact https://t.co/UvUhq2GEom"
2022-04-10 20:26:37+00:00,1513252128894164993,Łukasz Skywalker,"RT @__orbitchuu: Dreamcatcher x Genshin (Part 1)

Song: Don’t Light My Fire — #Dreamcatcher

Dreamcatcher’s songs are made for Action RPGs!…"
2022-04-10 20:24:15+00:00,1513251535722999811,🧣just pablo 🇨🇱,@GenshinImpact KFC food on global servers WHEN?
2022-04-10 20:24:09+00:00,1513251507948371978,Keith| 📌,"RT @GenshinImpact: March Birthday Party

With flowers and dreams in sight,
let's continue our journey together under a warm breeze.

#Gensh…"
2022-04-10 20:23:33+00:00,1513251360497672199,dudu,"RT @__orbitchuu: Dreamcatcher x Genshin (Part 2)

Song: Don’t Light My Fire — #Dreamcatcher

@hf_dreamcatcher #GenshinImpact @GenshinImpact…"
2022-04-10 20:23:10+00:00,1513251260639678466,Vibri,"@GenshinImpact 
Forgeting is my worst enemy
Anyways albedo https://t.co/fPBGi3k82g"
2022-04-10 20:23:07+00:00,1513251248321015811,hourly venti 🍃,"RT @__orbitchuu: Dreamcatcher x Genshin (Part 2)

Song: Don’t Light My Fire — #Dreamcatcher

@hf_dreamcatcher #GenshinImpact @GenshinImpact…"
2022-04-10 20:23:02+00:00,1513251229220093961,Zerodeus,"RT @__orbitchuu: Dreamcatcher x Genshin (Part 1)

Song: Don’t Light My Fire — #Dreamcatcher

Dreamcatcher’s songs are made for Action RPGs!…"
2022-04-10 20:22:46+00:00,1513251161352318977,yuri maypagka gagarin,@frostodoroki @GenshinImpact At least they’re easy to kill 😭😭😭
2022-04-10 20:22:26+00:00,1513251079966044161,iuhence | 20/90 for Yelan!,@maxmixyy @GenshinImpact @ kairagis &amp; @ nobushis
2022-04-10 20:22:17+00:00,1513251038513487878,🐀🎮 Playing A Plague Tale and Mirrors Edge! 🐁🎮,"Today's all about #Zhonghi 💫

CC: #Genshinlmpact 
@GenshinImpact 

#Gaming #Mobile #World https://t.co/LVYMP2zRHv"
2022-04-10 20:22:11+00:00,1513251013511286794,dudu,"RT @__orbitchuu: Dreamcatcher x Genshin (Part 1)

Song: Don’t Light My Fire — #Dreamcatcher

Dreamcatcher’s songs are made for Action RPGs!…"
2022-04-10 20:22:00+00:00,1513250968745435151,did not succumb.,if i dont get either AE fu hua or yuan mingzhe in genshin you'll regret it @GenshinImpact
2022-04-10 20:20:25+00:00,1513250570739630082,fizz !,"RT @__orbitchuu: Dreamcatcher x Genshin (Part 1)

Song: Don’t Light My Fire — #Dreamcatcher

Dreamcatcher’s songs are made for Action RPGs!…"
2022-04-10 20:19:59+00:00,1513250460689645569,清云🌧🌫,"RT @__orbitchuu: Dreamcatcher x Genshin (Part 1)

Song: Don’t Light My Fire — #Dreamcatcher

Dreamcatcher’s songs are made for Action RPGs!…"
2022-04-10 20:19:18+00:00,1513250287519158279,hourly venti 🍃,"RT @__orbitchuu: Dreamcatcher x Genshin (Part 1)

Song: Don’t Light My Fire — #Dreamcatcher

Dreamcatcher’s songs are made for Action RPGs!…"
2022-04-10 20:19:07+00:00,1513250241721503745,Daily Yanfei,"RT @__orbitchuu: Dreamcatcher x Genshin (Part 2)

Song: Don’t Light My Fire — #Dreamcatcher

@hf_dreamcatcher #GenshinImpact @GenshinImpact…"
2022-04-10 20:17:02+00:00,1513249716980654081,🌸 Minaᴮᴱ ⁷ 🏳️‍🌈 🌸,@DoKomi @GenshinImpact Super excited for this 😍
2022-04-10 20:15:22+00:00,1513249300905607175,ten,"RT @GenshinImpact: ""She's on fire!"" —Boatman Wrench Wang, who started screaming, after seeing the stage be set ablaze while watching Xinyan…"
2022-04-10 20:12:27+00:00,1513248565631627271,Sam Chow,@sithscott @GenshinImpact We know the weapon will be a free 4 star like Aloy's weapon was.
2022-04-10 20:11:31+00:00,1513248329559388162,shadrach,@Jojo_Doge_ @GenshinImpact I have a perfect hacking tool
2022-04-10 20:09:32+00:00,1513247829912862730,hanako 🌸 anemo supremacy,@Drea4Pres @killuaightning @GenshinImpact it has friendship xp farming and free resin/mats each week
2022-04-10 20:00:37+00:00,1513245587617034246,vee ☾,Please.. there is so much potential @GenshinImpact @Genshin_7 @genshinimpacttw https://t.co/rlo5c5U2Rt
2022-04-10 19:59:00+00:00,1513245180341768193,tyler soper,@CrunchyCupcakex @GenshinImpact @ShatteredPhoto @ElleCornFlake @VYNphoto Cool :)
2022-04-10 19:55:55+00:00,1513244402784763906,🍡Shirahoshi⚓️,@mechorost @GenshinImpact co to kurv- &gt;:(
2022-04-10 19:55:20+00:00,1513244258085572608,Loli @ μ'sic forever ♪♪♪♪♪♪♪♪♪,@Norths_Writer @FicZone @dokidokicostume @GENSHIN_ES @GenshinImpact @HoYoLAB_Mimo @Genshin_7 @RUGenshinimpact… https://t.co/msGenaqhIg
2022-04-10 19:55:11+00:00,1513244221393682434,SithScott,"@GenshinImpact 

Please make this happen https://t.co/BrJE2p47tj"
2022-04-10 19:55:00+00:00,1513244172127514630,dami,.@genshinimpact your game fucking sucks fix everything that has to do with resin
2022-04-10 19:52:40+00:00,1513243586581889024,JessBabyInsomnia🇸🇬🎠Main YaeMiko&Raiden,"RT @__orbitchuu: Dreamcatcher x Genshin (Part 1)

Song: Don’t Light My Fire — #Dreamcatcher

Dreamcatcher’s songs are made for Action RPGs!…"
2022-04-10 19:45:56+00:00,1513241894037475334,Woeden,"@GenshinImpact He said if you guys offer an Ad Stream with twitch drops and giveaways for the viewers, he would acc… https://t.co/FMpRZmRiPK"
2022-04-10 19:44:42+00:00,1513241580253106180,Steven Haynes,"@HoYoLAB_Mimo @GenshinImpact 100% Whomever made the call to remove co-op from Theater Mecanicus, fire them."
2022-04-10 19:44:12+00:00,1513241455489388550,Paolo the Frog,"RT @GenshinImpact: During the event, use the Kamera to help Inazuman illustrator Asagiri find inspirations for her creations. Record variou…"
2022-04-10 19:43:48+00:00,1513241357275566090,Kirito Croft,"RT @DoKomi: 🎉 Experience Genshin Impact at DoKomi! 🎉

Dive into a new world and experience Teyvat live at #DoKomi2022:

We are very happy t…"
2022-04-10 19:42:19+00:00,1513240981210079242,gender island,If we just bringing anything back you should bring back that event with Childe and Xinyan ! @GenshinImpact
2022-04-10 19:39:27+00:00,1513240259554856970,Mamehoshi @DOKOMI2022,"RT @DoKomi: 🎉 Experience Genshin Impact at DoKomi! 🎉

Dive into a new world and experience Teyvat live at #DoKomi2022:

We are very happy t…"
2022-04-10 19:34:51+00:00,1513239102552002563,shadrach,@Jojo_Doge_ @GenshinImpact I can help you recover your account
2022-04-10 19:24:05+00:00,1513236391702183938,不敵,RT @Hazehem: @GenshinImpact C. Lumine's Husband https://t.co/VHO16xU3ZI
2022-04-10 19:23:56+00:00,1513236356323065861,carm ❥ little sillies,@GenshinImpact can u pls process my email already it’s been over a month ty
2022-04-10 19:21:21+00:00,1513235703957704711,straight chiIde main,"RT @__orbitchuu: Dreamcatcher x Genshin (Part 1)

Song: Don’t Light My Fire — #Dreamcatcher

Dreamcatcher’s songs are made for Action RPGs!…"
2022-04-10 19:14:10+00:00,1513233897324228618,:3 chuchu :***,"RT @GenshinImpact: ""It wasn't easy getting someone to order a Kätzlein Cocktail!""

""This exquisite and peculiar flavor is definitely worthy…"
2022-04-10 19:12:45+00:00,1513233540560744452,tyler denker,Genshin Impact is Great @GenshinImpact
2022-04-10 19:12:32+00:00,1513233488635654145,yuri maypagka gagarin,Do specter drop rates really have to be that low @GenshinImpact
2022-04-10 19:09:27+00:00,1513232710570942469,kaleo 🌙,@DILFZONE @GenshinImpact FIGHT BACK!!
2022-04-10 19:05:35+00:00,1513231739027660803,regina ⚢,"RT @__orbitchuu: Dreamcatcher x Genshin (Part 1)

Song: Don’t Light My Fire — #Dreamcatcher

Dreamcatcher’s songs are made for Action RPGs!…"
2022-04-10 18:58:55+00:00,1513230062283202560,ash (taylor’s version),"RT @Crescentras: @Lug0o_ @GenshinImpact here, let me give you some knowledge. You KNOW that travelers are from another world right? the fac…"
2022-04-10 18:56:50+00:00,1513229538125254657,Subhankar Ghosh,@itss_miaxx @GenshinImpact Atleast more base stats
2022-04-10 18:52:12+00:00,1513228368422051845,TheLostOne,"RT @DoKomi: 🎉 Experience Genshin Impact at DoKomi! 🎉

Dive into a new world and experience Teyvat live at #DoKomi2022:

We are very happy t…"
2022-04-10 18:48:46+00:00,1513227504991059968,ُ,"RT @__orbitchuu: Dreamcatcher x Genshin (Part 1)

Song: Don’t Light My Fire — #Dreamcatcher

Dreamcatcher’s songs are made for Action RPGs!…"
2022-04-10 18:47:44+00:00,1513227246177116168,⚪️AegisWings🔴,"RT @__orbitchuu: Dreamcatcher x Genshin (Part 1)

Song: Don’t Light My Fire — #Dreamcatcher

Dreamcatcher’s songs are made for Action RPGs!…"
2022-04-10 18:47:33+00:00,1513227197959798784,xenqs,"RT @__orbitchuu: Dreamcatcher x Genshin (Part 1)

Song: Don’t Light My Fire — #Dreamcatcher

Dreamcatcher’s songs are made for Action RPGs!…"
2022-04-10 18:45:55+00:00,1513226789572825094,da.alphax,For the love of god @GenshinImpact let me build in my teapot
2022-04-10 18:44:51+00:00,1513226521825226753,Bobtailthecat (Playing Super Mario Odyssey),"RT @ShadeMidnight22: I don't usually rant on here but like. For those play @GenshinImpact, have you noticed that you can't play Theatre Mec…"
2022-04-10 18:43:03+00:00,1513226065455591424,alyssa ( ⸝•ᴗ•⸝)♡,"RT @GenshinImpact: I have heard that by adding wine to desserts, not only can the wine retain its mellow flavor, but the alcohol content ca…"
2022-04-10 18:39:55+00:00,1513225280294465538,Bella ✰,@TequiIaJoseph @GenshinImpact CRYING
2022-04-10 18:32:38+00:00,1513223443906707456,yutalynn,"RT @GenshinImpact: Hello, Travelers~
The ""Mountains and Valleys"" Photo Contest is now open. We are looking forward to your wonderful photog…"
2022-04-10 18:32:34+00:00,1513223431009214464,yutalynn,"RT @GenshinImpact: March Birthday Party

With flowers and dreams in sight,
let's continue our journey together under a warm breeze.

#Gensh…"
2022-04-10 18:32:31+00:00,1513223417629413376,yutalynn,"RT @GenshinImpact: Dear Travelers,
The Genshin Impact Version 2.6 update is here. The Genshin Impact Streamer Recruitment Event on Twitch h…"
2022-04-10 18:32:15+00:00,1513223350096908288,yutalynn,"RT @GenshinImpact: Participate and complete the corresponding criteria to obtain event-exclusive Furnishings, exclusive recipes, Primogems,…"
2022-04-10 18:31:02+00:00,1513223043266588672,zanna🧚‍♀️,"RT @__orbitchuu: Dreamcatcher x Genshin (Part 1)

Song: Don’t Light My Fire — #Dreamcatcher

Dreamcatcher’s songs are made for Action RPGs!…"
2022-04-10 18:29:28+00:00,1513222648821604357,dieseased 🇺🇦,@GenshinImpact help
2022-04-10 18:24:59+00:00,1513221522554437633,приколог 💙💛,@juanrios417 @GenshinImpact well because in lore that's how it is haha
2022-04-10 18:22:47+00:00,1513220968675934208,7PPR aka พีมมี่เทพซ่า,"RT @GenshinImpact: ❄️ or 🔥

Who's Your Pick?"
2022-04-10 18:20:07+00:00,1513220297985470468,Maz Haque,Update: The flipping count stays at 1 for rusty and 2 for golden koi. This is nuts. Do something about it @GenshinImpact
